id,year,y_it,lnmY_it,l_it,k_it,m_it,industry_2,export,I_K,I_K_m
1460,1986,16.50912,-.7549736,6.455199,15.61931,15.75415,12,2010041,.0930925,.0265714
1460,1987,16.57586,-.6600772,6.461468,15.64535,15.91578,12,2070727,.1162039,.1581775
1460,1988,16.66343,-.7678774,6.475433,15.69288,15.89555,12,1872579,.1350474,.4508086
1460,1989,16.72555,-.8427447,6.543912,15.7585,15.8828,12,3039115,.0214717,.011862
1460,1990,16.81265,-.660282,6.489205,15.70911,16.15237,12,4340273,.0333523,.0282374
1460,1991,16.82318,-.832785,6.467699,15.67222,15.99039,12,3599732,.2461053,.017441
1460,1992,16.99289,-.777939,6.489205,15.83463,16.21495,12,3461504,.1694244,.2178367
1460,1993,17.04629,-.780372,6.517671,15.93311,16.26591,12,3244536,.0214233,.031775
1460,1994,17.07085,-.9411206,6.532334,15.88796,16.12973,12,4672055,.0305355,.0413749
1460,1995,17.07181,-.7888391,6.529419,15.85233,16.28297,12,3194909,.0203616,.0157022
1460,1996,17.07504,-.7252266,6.548219,15.80612,16.34982,12,4140670,.0139363,-.0039913
1460,1997,17.00018,-.7836544,6.523562,15.75326,16.21652,12,2780925,.0277995,.0388196
1460,1998,17.12298,-.7864003,6.530878,15.71514,16.33658,12,4780277,.0327306,.0547307
1460,1999,17.21757,-.6127749,6.552508,15.6819,16.60479,12,0,.0884591,.180569
1460,2000,17.24785,-.8379014,6.590301,15.70433,16.40994,12,0,.2061628,.3743143
1460,2001,17.20455,-.9269044,6.543912,15.83525,16.27764,12,0,.062805,.0979159
1460,2002,17.1797,-.9195939,6.54535,15.83134,16.26011,12,0,.0350381,.0129213
1460,2003,17.22969,-.8229879,6.588926,15.79885,16.40671,12,0,.0439569,.0202267
1460,2004,17.26409,-.4894708,6.558198,15.7759,16.77462,12,0,.0734761,.0573414
1460,2005,17.17757,-.6214803,6.526495,15.78218,16.55609,12,0,.0297164,.0046523
1460,2006,17.271,-.483851,6.381816,15.74318,16.78715,12,0,.0652651,.1366927
1460,2007,17.51604,-.5299585,6.398595,15.74013,16.98608,12,0,.0728671,.1797335
1460,2008,17.4798,-.5709914,6.44572,15.74371,16.9088,12,0,.0903399,.2708244
1467,1980,16.22179,-.6020112,6.350886,14.84976,15.61829,12,0,.2778941,.3644544
1467,1981,16.36733,-.7988611,6.364751,15.04089,15.56651,12,5977522,.0631044,.0250909
1467,1982,16.45831,-.8375177,6.391917,15.03595,15.61864,12,4856176,1.247566,.2671951
1467,1983,16.39157,-.8057409,6.413459,15.81524,15.58308,12,5581198,.0793786,.1746345
1467,1984,16.6214,-.5986959,6.411819,15.836,16.02046,12,7753062,.2113529,.2448741
1467,1985,16.65396,-.7680116,6.415097,15.97785,15.88271,12,5658958,.2560294,.1177667
1467,1986,16.93901,-.6178898,6.415097,16.15762,16.31915,12,9362848,.1478161,.4593555
1467,1987,17.051,-.4530738,6.418365,16.24417,16.59793,12,7528902,.0898235,.1506372
1467,1988,17.49746,-.5588319,6.428105,16.27386,16.93863,12,8136290,.1000776,.3274184
1467,1989,17.4186,-.7132438,6.552508,16.31305,16.70535,12,1.01e+07,.0536056,.0610566
1467,1990,17.25646,-.5739297,6.539586,16.30419,16.68254,12,636213.9,.1071964,.0516688
1467,1991,17.08921,-.4070759,6.514713,16.34802,16.68213,12,3926329,.0195546,.0241574
1467,1992,16.64687,-.551662,6.481577,16.30527,16.09521,12,3802320,.0232005,.0712074
1467,1993,16.83816,-1.032326,6.458338,16.26665,15.80583,12,420519.9,.0039711,.0009331
1467,1994,16.83385,-.7605067,6.411819,16.20771,16.07334,12,8140193,.068301,.0309712
1467,1995,16.87,-.6170486,6.408529,16.21519,16.25296,12,4791893,.0901063,.3858109
1467,1996,17.0584,-.6717363,6.403574,16.24487,16.38667,12,330143.5,.0193164,.0271015
1467,1997,17.21089,-.4491559,6.401917,16.20087,16.76174,12,2529530,.04044,.0969415
1467,1998,17.22815,-.6522847,6.405229,16.17876,16.57586,12,1734597,.1078697,.3068354
1467,1999,17.23448,-.8777341,6.400258,16.22282,16.35675,12,0,.0412065,.0854926
1467,2000,17.27419,-.9020561,6.411819,16.19896,16.37214,12,0,.0484565,.1067977
1467,2001,17.25489,-.5767198,6.45047,16.18229,16.67817,12,0,.0735797,.1892349
1467,2002,17.09934,-.5363737,6.461468,16.19018,16.56296,12,0,.0144411,.0158499
1467,2003,17.32763,-.5274407,6.448889,16.13637,16.80018,12,0,.1539174,.2454666
1467,2004,17.33112,-.8735241,6.444131,16.22027,16.4576,12,0,.0486898,.1002571
1467,2005,16.90564,-.3826251,6.428105,16.20193,16.52301,12,0,.0428526,.0833769
1467,2006,17.15203,-.4462816,6.498282,16.17714,16.70575,12,0,-.1093226,.0071775
1467,2007,17.32739,-.6531243,6.43294,15.98218,16.67427,12,0,.1703552,.1320753
1467,2008,16.67683,-.6509824,6.361302,16.07729,16.02585,12,0,.0223608,.057285
1468,1980,0,0,0,0,0,0,0,0,0
1468,1981,0,0,0,0,0,0,0,0,0
1468,1982,0,0,0,0,0,0,0,0,0
1468,1983,0,0,0,0,0,0,0,0,0
1468,1984,0,0,0,0,0,0,0,0,0
1468,1985,0,0,0,0,0,0,0,0,0
1468,1986,19.06069,-.8535751,7.994632,18.78894,18.20712,5,0,.0550549,.0608463
1468,1987,19.0414,-.8612677,8.038835,18.76422,18.18013,5,0,.1485964,.1962298
1468,1988,19.19744,-.8453036,8.058011,18.83135,18.35214,5,0,.0938574,.100397
1468,1989,19.25981,-.8894864,7.896924,18.84535,18.37033,5,0,.0660906,.0819361
1468,1990,19.44211,-.7265242,7.934514,18.83181,18.71378,5,0,.122148,.1423916
1468,1991,19.43407,-.7348356,8.01036,18.87342,18.69794,5,0,.1505972,.197721
1468,1992,19.34267,-.7565116,7.985144,18.94198,18.58405,5,0,.0881027,.12475
1468,1993,19.26429,-.791346,7.926602,18.94975,18.46971,5,0,.1418834,.1598434
1468,1994,19.28745,-.8443599,7.867871,19.00903,18.43995,5,0,.058317,.0772508
1468,1995,19.3316,-.8590757,7.772753,18.98623,18.46869,5,0,.0462065,.0607881
1468,1996,19.36699,-.7366073,7.556428,18.9508,18.62655,5,0,-.016296,-.0142841
1468,1997,19.33682,-.7416483,7.440734,18.84844,18.58814,5,0,.0112714,.0143023
1468,1998,19.22042,-.6977981,7.328437,18.7765,18.5177,5,0,-.0582379,-.0393703
1468,1999,19.00546,-.794134,7.207119,18.62729,18.2062,5,0,-.0690193,-.064148
1468,2000,19.11347,-.8709481,7.173958,18.4653,18.23361,5,0,.0373743,.0500955
1468,2001,19.09601,-.8012415,7.145196,18.42141,18.28218,5,0,.0469969,.0660888
1468,2002,19.19224,-.8010003,7.128496,18.38763,18.38417,5,0,.0206267,.0148673
1468,2003,0,0,0,0,0,0,0,0,0
1468,2004,0,0,0,0,0,0,0,0,0
1468,2005,0,0,0,0,0,0,0,0,0
1468,2006,0,0,0,0,0,0,0,0,0
1468,2007,0,0,0,0,0,0,0,0,0
1468,2008,0,0,0,0,0,0,0,0,0
1469,1980,16.75762,-.4799392,6.381816,15.72442,16.26293,11,0,.0997921,.1694929
1469,1981,16.84865,-.4419292,6.361302,15.75107,16.39165,11,0,.0615272,.0946599
1469,1982,16.71538,-.4485931,6.393591,15.73881,16.2504,11,0,.219962,.2155878
1469,1983,16.67142,-.4459438,6.369901,15.87501,16.20846,11,1886530,.0706012,.1226128
1469,1984,16.72978,-.4959724,6.327937,15.87216,16.21632,11,1347398,.0514065,.0873094
1469,1985,16.77197,-.4610042,6.295266,15.84913,16.29448,11,731359.4,.1142447,.1646119
1469,1986,16.83555,-.5070719,6.322565,15.88811,16.31581,11,0,.1216115,.2024687
1469,1987,16.90036,-.5091819,6.320768,15.93346,16.38161,11,0,.0817508,.1073485
1469,1988,17.00893,-.520462,6.306275,15.93855,16.48203,11,0,.0876724,.1271626
1469,1989,17.1131,-.5472171,6.37332,15.94908,16.56407,11,0,.0819445,.1166716
1469,1990,17.19625,-.5759485,6.39693,15.9533,16.619,11,0,.2662106,.1913021
1469,1991,17.19037,-.6221936,6.411819,16.12546,16.56711,11,0,.3207289,.2795199
1469,1992,17.12612,-.667031,6.453625,16.3441,16.45703,11,0,.1277877,.1130229
1469,1993,17.01417,-.6226961,6.496775,16.39598,16.38829,11,0,.139754,.1906488
1469,1994,17.07902,-.6232747,6.514713,16.46008,16.45239,11,0,.0453529,.0784349
1469,1995,17.14559,-.639854,6.510258,16.43104,16.5024,11,0,.0625964,.1003819
1469,1996,17.20212,-.6654807,6.532334,16.41935,16.53285,11,0,.0786882,.1344728
1469,1997,17.18929,-.6818692,6.52503,16.42344,16.50126,11,0,.0769209,.1248855
1469,1998,17.0476,-.7346731,6.532334,16.42497,16.30795,11,0,.0759366,.0828993
1469,1999,17.0315,-.7129325,6.516193,16.42481,16.31486,11,0,.0521103,.0838848
1469,2000,17.11564,-.6537981,6.480044,16.40095,16.45731,11,0,.1079996,.1666044
1469,2001,17.00996,-.7430438,6.464588,16.43253,16.2597,11,0,.2577342,.1229771
1469,2002,17.06512,-.692247,6.439351,16.59879,16.36847,11,0,.166065,.2212757
1469,2003,17.16058,-.660018,6.405229,16.68782,16.4965,11,0,.1353965,.2011912
1469,2004,17.23192,-.5947499,6.381816,16.74783,16.63528,11,0,.0643024,.1029179
1469,2005,17.34731,-.5685607,6.361302,16.73761,16.77865,11,0,.2011533,.2461862
1469,2006,17.41059,-.600525,6.448889,16.85637,16.80962,11,0,.1477099,.1654081
1469,2007,17.48302,-.5580652,6.459905,16.92608,16.92489,11,0,.19871,.2751311
1469,2008,17.3755,-.5367714,6.553934,17.04216,16.83463,11,0,.0229227,.0471757
1483,1980,16.5656,-.689264,6.977282,15.89476,15.87634,14,0,.0801798,.0774411
1483,1981,16.77271,-.7472144,6.99485,15.89647,16.02549,14,1481869,.0366599,.0283593
1483,1982,16.73063,-.7960308,6.982863,15.8544,15.93459,14,2056684,.2381527,.2470965
1483,1983,16.69064,-.7710689,6.966024,16.00353,15.91957,14,1268764,.0492214,.05825
1483,1984,16.74369,-.7461581,6.966024,15.97555,15.99754,14,971044.3,.0663276,.0712543
1483,1985,16.75698,-.785249,6.945051,15.965,15.97173,14,1582019,.0821157,.1356897
1483,1986,16.82915,-.8656518,6.962244,15.97024,15.9635,14,1880420,.1300436,.1374093
1483,1987,16.88875,-.8417011,6.957498,16.02139,16.04704,14,1837654,.1337062,.2046261
1483,1988,17.01427,-.8177302,6.985642,16.07576,16.19654,14,1288215,.2323007,.1817628
1483,1989,17.15882,-.772077,6.99485,16.21864,16.38674,14,2084900,.109288,.1044543
1483,1990,17.19552,-.7418646,7.017506,16.2506,16.45365,14,2476561,.2106373,.1956709
1483,1991,17.29869,-.7358348,7.027315,16.37613,16.56286,14,3493252,.1069357,.1308219
1483,1992,17.25693,-.7693709,7.026427,16.40651,16.48756,14,2510472,.2197115,.1450788
1483,1993,17.241,-.7547401,7.032624,16.5404,16.48625,14,2440304,.0435459,.0805225
1483,1994,17.15219,-.826387,7.015712,16.50933,16.3258,14,3093255,.073027,.0649812
1483,1995,17.26951,-.6866171,6.990256,16.50789,16.5829,14,5495169,.052314,.0757414
1483,1996,17.37138,-.7114243,6.996682,16.48627,16.65995,14,5111005,.0922736,.1007281
1483,1997,17.36077,-.6500332,6.975414,16.50471,16.71073,14,5994314,.159144,.2225427
1483,1998,17.32911,-.6817092,7.018402,16.58662,16.6474,14,7248024,.1743691,.3027827
1483,1999,17.38056,-.6812269,6.98749,16.68174,16.69934,14,0,.0414198,.0372864
1483,2000,17.37455,-.6020132,6.97073,16.64597,16.77254,14,0,.0322194,.030834
1483,2001,17.33265,-.6460679,6.946014,16.6008,16.68658,14,0,.054432,.0436021
1483,2002,17.28701,-.6356847,6.900731,16.57895,16.65132,14,0,.0942759,.0834224
1483,2003,17.36468,-.6670618,6.834109,16.59775,16.69762,14,0,.0520746,.0395895
1483,2004,17.35134,-.5806835,6.806829,16.57523,16.77066,14,0,.1154794,.2338956
1483,2005,17.41468,-.5937152,6.801283,16.61624,16.82097,14,0,.0575669,.0654428
1483,2006,17.57652,-.5736516,6.813445,16.59856,17.00287,14,0,.0926584,.1123372
1483,2007,17.56539,-.5775527,6.901737,16.61612,16.98783,14,0,.1946747,.2235524
1483,2008,17.58198,-.4966586,6.972606,16.7291,17.08532,14,0,.2607934,.2079721
1493,1980,16.35236,-.4296374,6.582025,15.39106,15.92272,11,0,.0941452,.2071828
1493,1981,16.47152,-.6450201,6.566672,15.42055,15.8265,11,398671.1,.0371505,.0861468
1493,1982,16.55613,-.6750743,6.546785,15.39197,15.88106,11,1689509,.0380709,.0701343
1493,1983,16.32365,-1.026489,6.335054,15.36381,15.29716,11,496769.2,.0063555,.0030282
1493,1984,16.20043,-.7201375,6.320768,15.30221,15.48029,11,282053.1,.0336034,.0704506
1493,1985,16.32138,-1.388816,6.289716,15.26979,14.93256,11,24205.75,.025001,.0678649
1493,1986,16.56851,-.7832859,6.285998,15.22841,15.78522,11,35600.18,.0292354,.0470234
1493,1987,16.57591,-.8233736,6.278522,15.19133,15.75254,11,785576.1,.0628292,.1498906
1493,1988,16.65118,-.7367456,6.269096,15.18836,15.91443,11,675846,.1051389,.1739157
1493,1989,16.64649,-.6554065,6.297109,15.22618,15.99109,11,289266.2,.0256136,.0417838
1493,1990,16.48,-.5747787,6.282267,15.18372,15.90522,11,785382.7,.0203991,.0258262
1493,1991,16.67152,-.6548229,6.272877,15.13591,16.0167,11,538662.3,.0313634,.0457237
1493,1992,16.77012,-.8294408,6.289716,15.09981,15.94068,11,612023.5,.1174488,.0846771
1493,1993,16.77988,-.7102959,6.282267,15.14902,16.06959,11,0,.2952299,.0859422
1493,1994,16.78135,-.7561331,6.251904,15.35494,16.02522,11,38234.38,.0740923,.3272972
1493,1995,16.75596,-.8577052,6.214608,15.36614,15.89825,11,7541.834,.0575875,.0297385
1493,1996,16.90494,-.8843552,6.202536,15.35844,16.02059,11,365550.3,.0432852,.0344089
1493,1997,16.83707,-.8178623,6.159095,15.33539,16.01921,11,7505.923,.0473913,.1059151
1493,1998,16.79236,-.918425,6.059123,15.31686,15.87394,11,1942.23,.0225212,.0608831
1493,1999,16.57283,-.589702,5.996452,15.27218,15.98313,11,0,-.0037528,.009065
1493,2000,16.56663,-.7241377,5.774551,15.19951,15.84249,11,0,.0098615,.012489
1493,2001,16.55758,-.699965,5.755742,15.14172,15.85761,11,0,.005977,.007938
1493,2002,16.26338,-.9931784,5.283204,15.0802,15.2702,11,0,.0018467,-2.16e-06
1493,2003,0,0,0,0,0,0,0,0,0
1493,2004,0,0,0,0,0,0,0,0,0
1493,2005,0,0,0,0,0,0,0,0,0
1493,2006,0,0,0,0,0,0,0,0,0
1493,2007,0,0,0,0,0,0,0,0,0
1493,2008,0,0,0,0,0,0,0,0,0
1494,1980,17.02324,-.8552052,7.30586,15.93365,16.16593,13,0,.1060785,.1841426
1494,1981,17.08335,-.8257814,7.32251,15.97754,16.25537,13,9078674,.1738945,.2360214
1494,1982,17.16666,-.7405071,7.342779,16.08299,16.42417,13,1.15e+07,.1139078,.2891298
1494,1983,17.23468,-.809187,7.36328,16.13262,16.4233,13,1.06e+07,.0662587,.0087481
1494,1984,17.45099,-.6956825,7.406711,16.13391,16.75342,13,1.29e+07,.1456686,.2290902
1494,1985,17.57009,-.7659873,7.451241,16.21131,16.80161,13,1.56e+07,.3558951,.0844686
1494,1986,17.46906,-.7212099,7.437795,16.46523,16.74563,13,1.22e+07,.0623827,.0640964
1494,1987,17.54894,-.6380813,7.428333,16.46288,16.90932,13,1.14e+07,.0263647,.0393896
1494,1988,17.61797,-.6642723,7.414573,16.42302,16.95267,13,1.02e+07,.0742303,.1534064
1494,1989,17.6208,-.6330644,7.347944,16.43182,16.98749,13,1.11e+07,.0831315,.0752339
1494,1990,17.61396,-.4754596,7.319202,16.44903,17.13836,13,1.07e+07,.0738907,.0566338
1494,1991,17.60831,-.5271226,7.307873,16.45704,17.08108,13,8196257,.0263259,.0890973
1494,1992,17.44629,-.517535,7.26403,16.4169,16.92852,13,7247552,.0276357,.1529949
1494,1993,17.41558,-.3852805,7.195937,16.37825,17.03003,13,5521969,.0097455,.0138439
1494,1994,17.49473,-.4567104,7.077498,16.32078,17.03773,13,6388872,.0335685,.0399787
1494,1995,17.56066,-.4043573,7.027315,16.28846,17.15603,13,8837144,.0431696,.1406772
1494,1996,17.73189,-.4758216,7.021084,16.26627,17.25579,13,1.04e+07,.0922692,.0033829
1494,1997,17.65032,-.5213424,7.017506,16.29298,17.12842,13,1.14e+07,.0788147,.0432813
1494,1998,17.7397,-.4740035,7.063048,16.30764,17.26534,13,1.51e+07,.1397538,.1110023
1494,1999,17.70062,-.4670153,7.066467,16.38064,17.2333,13,0,.0499608,.0224558
1494,2000,17.69852,-.49391,7.025538,16.36612,17.20461,13,0,.0490556,.0429731
1494,2001,17.83496,-.3689899,7.037028,16.3502,17.46597,13,0,.1313542,.2081849
1494,2002,17.8731,-.4683205,7.056175,16.41422,17.40478,13,0,.1967568,.0468854
1494,2003,17.89871,-.4113556,7.111512,16.53649,17.48736,13,0,.1413053,.0306585
1494,2004,17.83875,-.4174172,7.224753,16.60781,17.42133,13,0,.08705,.1635952
1494,2005,17.98968,-.4889745,7.205635,16.62513,17.50071,13,0,.195801,.1081576
1494,2006,18.07206,-.4870628,7.21008,16.74311,17.585,13,0,.0426077,.051697
1494,2007,17.94476,-.4286932,7.189922,16.71359,17.51607,13,0,.2813165,.1059527
1494,2008,17.84515,-.337485,7.181592,16.90397,17.50767,13,0,.1065083,.0332801
1496,1980,16.25834,-.7046902,6.452049,14.87667,15.55365,13,0,.3328352,.2943493
1496,1981,16.33146,-.8182881,6.499787,15.11477,15.51317,13,2577790,.0648835,.1260282
1496,1982,16.32224,-.7301878,6.566672,15.1175,15.58963,13,2387479,.2636784,.0662282
1496,1983,16.19129,-.7454855,6.608001,15.29996,15.44275,13,2597174,.0294047,.1211016
1496,1984,16.42017,-.6055841,6.610696,15.26718,15.81213,13,3430513,.0906344,.1641415
1496,1985,16.51125,-.6664144,6.605298,15.29559,15.84198,13,4795332,.0557089,.0186814
1496,1986,16.62682,-.7210561,6.639876,15.28831,15.90298,13,5284345,.0460043,.0153641
1496,1987,16.55562,-.7465832,6.650279,15.2707,15.8066,13,5025459,.0726994,.0854485
1496,1988,16.65036,-.6754785,6.663133,15.27975,15.97369,13,4958693,.0598168,.0016455
1496,1989,16.72163,-.7003254,6.668228,15.27478,16.02101,13,5105822,.3643877,.0305198
1496,1990,16.87917,-.6989018,6.741701,15.53616,16.18027,13,6203984,.0814316,.1596181
1496,1991,17.00657,-.7043543,6.826545,15.55337,16.30221,13,6225934,.4094499,.415232
1496,1992,17.07199,-.7632671,6.871091,15.84895,16.30873,13,7697755,.1536742,.4957298
1496,1993,17.06005,-.7507077,6.914731,15.93501,16.30934,13,7689901,.0521042,.1680007
1496,1994,16.97204,-.7341866,6.927558,15.92212,16.23734,13,7213243,.0394071,.1092234
1496,1995,16.99356,-.6947957,6.885509,15.89553,16.29877,13,7374971,.0203839,.0235373
1496,1996,17.06019,-.7419087,6.890609,15.84904,16.31828,13,8565550,.0410865,.038544
1496,1997,17.16315,-.7370152,6.902743,15.82409,16.42614,13,1.02e+07,.2194581,.3143512
1496,1998,17.17314,-.8043502,6.925595,15.96704,16.36879,13,1.01e+07,.1476634,.0845259
1496,1999,17.10474,-.7754871,6.900731,16.04655,16.32926,13,8322284,.0396007,.0643182
1496,2000,17.20311,-.6272771,6.839477,16.02159,16.57584,13,0,.0348069,.0390493
1496,2001,17.25678,-.5832434,6.857514,15.99125,16.67354,13,0,.0440936,.02081
1496,2002,17.3405,-.6124342,6.887553,15.97036,16.72806,13,0,.0387743,.0358847
1496,2003,17.46308,-.5969266,6.955593,15.94357,16.86615,13,0,.1702057,.0522986
1496,2004,17.5346,-.6108218,6.980076,16.04265,16.92377,13,0,.0956122,.1630576
1496,2005,17.6492,-.6690791,7.018402,16.07252,16.98012,13,0,.0837735,.2114054
1496,2006,17.75666,-.6490425,7.066467,16.09058,17.10762,13,0,.0848351,.1580498
1496,2007,17.82743,-.6551441,7.118826,16.1084,17.17229,13,0,.2064681,.2333264
1496,2008,17.70569,-.726358,7.153052,16.23863,16.97934,13,0,.0423532,.0535976
1498,1980,0,0,0,0,0,0,0,0,0
1498,1981,0,0,0,0,0,0,0,0,0
1498,1982,0,0,0,0,0,0,0,0,0
1498,1983,0,0,0,0,0,0,0,0,0
1498,1984,0,0,0,0,0,0,0,0,0
1498,1985,0,0,0,0,0,0,0,0,0
1498,1986,0,0,0,0,0,0,0,0,0
1498,1987,17.42557,-.6976163,6.475433,15.8265,16.72643,1,0,-.0017162,-.0543381
1498,1988,17.39977,-.708729,6.463029,15.75498,16.68987,1,0,.0598832,.0812285
1498,1989,17.45585,-.7804092,6.511745,15.75059,16.67517,1,0,.4540278,.3152997
1498,1990,17.44879,-.7805604,6.58755,16.08008,16.66797,1,0,.0382303,.068754
1498,1991,17.4665,-.8654245,6.618739,16.05729,16.60085,1,0,.0544549,.0842023
1498,1992,17.47236,-.8521953,6.633318,16.05128,16.61979,1,0,.0171359,.0832068
1498,1993,17.4109,-.8133601,6.609349,16.0073,16.59697,1,0,.0190973,.0665688
1498,1994,17.38131,-.8163854,6.532334,15.96512,16.56425,1,0,.0332852,.0674242
1498,1995,17.32443,-.7784138,6.529419,15.93763,16.54529,1,0,.1115562,.134399
1498,1996,17.36,-.9052014,6.46925,15.98773,16.45391,1,0,.0197804,.0591606
1498,1997,17.34175,-.7793075,6.456769,15.94695,16.5611,1,0,.0222955,.0341081
1498,1998,17.3744,-.8024014,6.481577,15.90876,16.57111,1,0,.0364689,.1020254
1498,1999,17.35406,-.832509,6.369901,15.88549,16.52074,1,0,.2942965,.2279417
1498,2000,17.35087,-.8343437,6.315358,16.09623,16.5155,1,0,.0117671,.0282324
1498,2001,17.27205,-.8576152,6.154858,16.04829,16.41308,1,0,.0114823,.0351765
1498,2002,17.32238,-.9320725,6.126869,16.0003,16.38947,1,0,.0087204,.0272547
1498,2003,17.31995,-.9955735,6.137727,15.94965,16.32351,1,0,.0128825,.0740037
1498,2004,17.35513,-.9519066,6.104793,15.90361,16.40279,1,0,.0278483,.0800255
1498,2005,17.28186,-.9903107,6.113682,15.87283,16.29153,1,0,.0470202,.0659568
1498,2006,17.2572,-1.02948,6.095825,15.86135,16.22758,1,0,.0244746,.0630406
1498,2007,17.22557,-.9671612,6.095825,15.82708,16.25839,1,0,.036411,.0458264
1498,2008,17.19508,-.9479446,6.095825,15.80507,16.24572,1,0,.0158103,.0447299
1508,1980,17.35043,-.6622568,7.734996,16.25279,16.68817,13,0,.0664109,.1697267
1508,1981,17.52255,-.6468129,7.795235,16.25582,16.87574,13,6749417,.180272,.2843195
1508,1982,17.71613,-.6531528,7.824046,16.36537,17.06298,13,1.16e+07,.1430631,.2464771
1508,1983,17.82709,-.6118313,7.850493,16.44098,17.21526,13,9452248,.1439367,.1888475
1508,1984,17.97752,-.6555538,7.893199,16.51602,17.32196,13,1.37e+07,.3489533,.2899214
1508,1985,18.06457,-.7435444,7.914983,16.76356,17.32102,13,1.69e+07,.1789934,.3269065
1508,1986,18.1194,-.6626462,7.91972,16.86998,17.45676,13,1.77e+07,.2341432,.1549642
1508,1987,18.2045,-.6538419,7.930925,17.02358,17.55066,13,1.53e+07,.1247142,.1593906
1508,1988,18.22667,-.6867374,7.924072,17.08017,17.53993,13,1.55e+07,.1354387,.129374
1508,1989,18.27373,-.6351801,7.934872,17.14676,17.63855,13,1.74e+07,.0845582,.0865559
1508,1990,18.31957,-.6623662,7.946618,17.1645,17.65721,13,1.82e+07,.1122405,.1412566
1508,1991,18.22863,-.6191294,7.964851,17.20842,17.6095,13,1.81e+07,.1398911,.1021287
1508,1992,18.11134,-.6474943,7.97074,17.27784,17.46385,13,1.66e+07,.0536174,.0654139
1508,1993,18.1306,-.5802238,7.951911,17.2634,17.55038,13,1.57e+07,.0500666,.0808915
1508,1994,18.1359,-.6382714,7.962067,17.24532,17.49763,13,1.64e+07,.0682776,.0668723
1508,1995,18.22685,-.579393,7.943783,17.24538,17.64745,13,1.69e+07,.0744339,.0736857
1508,1996,18.4026,-.5444694,7.930206,17.25168,17.85813,13,1.98e+07,.0823763,.1178542
1508,1997,18.40548,-.6171141,7.888334,17.2657,17.78837,13,2.77e+07,.0869648,-.0152955
1508,1998,18.24816,-.6092585,7.890957,17.28343,17.6389,13,2.44e+07,.0559439,.0743408
1508,1999,18.24738,-.4817379,7.884953,17.27058,17.76565,13,0,.112329,.1048741
1508,2000,18.61039,-.5261779,7.901377,17.31317,18.08422,13,0,.1078174,.2232077
1508,2001,18.32002,-.4475669,7.865955,17.3527,17.87245,13,0,.1579475,.4940144
1508,2002,17.63124,-.3260621,7.195187,17.43931,17.30518,13,0,.0063402,.0512787
1508,2003,17.66403,-.5017288,7.089243,17.37486,17.1623,13,0,-.0857107,-.2934839
1508,2004,17.73799,-.6492525,7.085064,17.20769,17.08874,13,0,.0200154,.030841
1508,2005,17.69636,-.5598274,7.087574,17.15963,17.13654,13,0,.048004,.1198153
1508,2006,17.73323,-.583709,7.015712,17.14075,17.14952,13,0,.0236226,.0255927
1508,2007,17.65369,-.4392679,6.979145,17.09701,17.21442,13,0,.035375,.0010664
1508,2008,17.40083,-.4575052,6.771935,17.06577,16.94332,13,0,.0202155,-.0634291
1509,1980,15.83366,-.5553388,6.37332,14.91122,15.27832,14,0,.1103711,.1913462
1509,1981,15.80581,-.6238986,6.369901,14.95283,15.18192,14,0,.1206759,.2799052
1509,1982,15.71542,-.6988159,6.315358,15.00272,15.0166,14,0,.0663065,.1091561
1509,1983,15.5964,-.608939,6.238325,14.99749,14.98746,14,0,.0910057,.1370482
1509,1984,15.76661,-.6150114,6.244167,15.0164,15.15159,14,0,.107309,.1610999
1509,1985,15.80857,-.6415793,6.280396,15.05044,15.16699,14,0,.1405215,.1933618
1509,1986,15.69499,-.7213255,6.242223,15.11474,14.97367,14,0,.1106936,.1957933
1509,1987,15.57364,-.7033254,6.167517,15.14944,14.87031,14,0,.051894,.05817
1509,1988,15.90065,-.6240408,6.100319,15.1244,15.27661,14,0,.249924,.3137617
1509,1989,16.00594,-.5872523,6.111467,15.2841,15.41869,14,1095209,.1299411,.1060577
1509,1990,16.03666,-.6132599,6.089045,15.33498,15.4234,14,1209525,.0937467,.1301103
1509,1991,16.07804,-.6113168,6.023448,15.35154,15.46672,14,1619566,.0809912,.1161427
1509,1992,16.03612,-.6506822,6.021023,15.35524,15.38543,14,2180503,.1043696,.1382599
1509,1993,16.0145,-.6140513,6.049734,15.38151,15.40045,14,2690591,.0530211,.0774089
1509,1994,16.16729,-.591343,6.111467,15.35629,15.57594,14,3242462,.0618582,.065822
1509,1995,16.23685,-.5156748,6.09357,15.34,15.72117,14,2843271,.0360915,.0416429
1509,1996,16.36608,-.8848345,6.102559,15.29705,15.48124,14,3603828,.085247,.0329214
1509,1997,16.28773,-1.003466,6.111467,15.30404,15.28426,14,2260088,.0777183,.0784348
1509,1998,0,0,0,0,0,0,0,0,0
1509,1999,0,0,0,0,0,0,0,0,0
1509,2000,0,0,0,0,0,0,0,0,0
1509,2001,0,0,0,0,0,0,0,0,0
1509,2002,0,0,0,0,0,0,0,0,0
1509,2003,0,0,0,0,0,0,0,0,0
1509,2004,0,0,0,0,0,0,0,0,0
1509,2005,0,0,0,0,0,0,0,0,0
1509,2006,0,0,0,0,0,0,0,0,0
1509,2007,0,0,0,0,0,0,0,0,0
1509,2008,0,0,0,0,0,0,0,0,0
1510,1980,18.25031,-.4249255,8.269757,17.66661,17.82538,14,0,.109713,.1234109
